Unitats;Localitat;Grup;Municipi;Superfície;Inici d'activitat;Denominació comercial;Places;Signatura
68;Peguera;Hotel;CALVIÀ;;01/06/1968;FLOR LOS ALMENDROS;120;H/793
39;Cas Català-Illetes;Hotel;CALVIÀ;;08/08/1955;ZHERO;75;H/794
68;Cala Millor;Hotel;SON SERVERA;;01/01/1961;VORAMAR;129;H/797
58;Cala Bona;Hotel;SON SERVERA;;19/07/1962;GRAN SOL;109;H/798
116;Port De Pollença;Hotel;POLLENÇA;;01/01/1953;UYAL;219;H/805
24;Cala Santanyí;Hotel;SANTANYÍ;;01/01/1969;CALA SANTANYI;46;H/808
9;Cala Santanyí;Hostal;SANTANYÍ;;14/08/1962;HOSTAL PLAYA CALA SANTANYÍ;21;H/811
165;Platja De Palma;Hotel;PALMA;;04/05/1974;RIU SAN FRANCISCO;314;H/814
121;Cala Sant Vicenç;Hotel;POLLENÇA;;01/01/1960;GLOBALES SIMAR;233;H/818
90;Port (El);Hotel;SÓLLER;;01/01/1952;PURE SALT PORT DE SOLLER;162;H/820
93;Palmanova;Hotel;CALVIÀ;;01/05/1959;FERGUS STYLE PALMANOVA;177;H/823
126;Palma;Hotel;PALMA;;17/10/1955;COSTA AZUL;253;H/827
54;Peguera;Hotel;CALVIÀ;;08/05/1962;MORLANS GARDEN;101;H/831
51;Peguera;Hotel;CALVIÀ;;01/01/1963;VENECIA;95;H/834
130;Magaluf;Hotel;CALVIÀ;;08/04/1963;FLAMBOYAN;249;H/835
187;Palma;Hotel;PALMA;;08/05/1962;SARATOGA;348;H/837
10;Palma;Hostal residència;PALMA;;09/06/1960;REGINA;20;H/84
36;Peguera;Hotel;CALVIÀ;;11/08/1962;LA CONCHA SOUL;71;H/847
128;Cas Català-Illetes;Hotel;CALVIÀ;;15/02/1963;BARCELO ILLETAS ALBATROS;236;H/856
195;Cala Major;Hotel;PALMA;;01/04/1963;BE LIVE ADULTS ONLY MARIVENT;371;H/858
202;Cala Bona;Hotel;SON SERVERA;;01/01/1963;LEVANTE;392;H/859
50;Port De Pollença;Hotel;POLLENÇA;;25/03/1981;EOLO;90;H/86
74;Ciutat Jardí;Hotel;PALMA;;01/01/1965;PORTOFINO;132;H/875
133;Cala Rajada;Hotel;CAPDEPERA;;01/01/1963;CLUMBA;246;H/876
9;Palma;Hostal residència;PALMA;;01/03/1953;CORONA;16;H/88
83;Cala Murada;Hotel;MANACOR;;01/01/1963;CALA MURADA;154;H/880
118;Platja De Palma;Hotel;PALMA;0;01/01/1964;SANT JORDI;236;H/882
216;Platja De Palma;Hotel;PALMA;0;01/01/1963;THB EL CID;414;H/888
118;Portals Nous;Hotel;CALVIÀ;;14/06/1963;MAR DE PORTALS;217;H/890
91;Sant Elm;Hotel;ANDRATX;0;01/06/1963;UNIVERSAL HOTEL AQUAMARIN;184;H/892
21;Palma;Hostal residència;PALMA;;15/02/1963;PONS;30;H/894
227;Estany D´En Mas (L´);Hotel;MANACOR;57606;23/07/1963;CLUB MARMARA DEL MAR;454;H/897
97;Cala Rajada;Hotel;CAPDEPERA;;01/01/1963;LAGO PLAYA;191;H/899
56;Can Pastilla;Hotel;PALMA;;01/01/1964;BQ AGUAMARINA BOUTIQUE HOTEL;116;H/902
106;Platja De Palma;Hotel;PALMA;;01/01/1964;MYSEAHOUSE FLAMINGO;202;H/904
142;Platja De Palma;Hotel;PALMA;;01/01/1963;AYA;266;H/908
127;Cala Rajada;Hotel;CAPDEPERA;;19/05/1963;REGANA;236;H/909
126;Can Pastilla;Hotel;PALMA;;01/01/1963;GALA;234;H/912
67;Port De Pollença;Hotel;POLLENÇA;;01/01/1963;DAINA;129;H/916
259;Cala Rajada;Hotel;CAPDEPERA;0;01/01/1963;BELLA PLAYA & SPA;505;H/917
192;Cala Rajada;Hotel;CAPDEPERA;;15/12/1970;AGUAIT;357;H/918
65;Palma;Hotel;PALMA;;01/01/1966;ABELUX;124;H/921
88;Portals Nous;Hotel;CALVIÀ;0;01/01/1963;Hotel Exe Portals Nous;163;H/926
17;Port D´Andratx;Hostal residència;ANDRATX;;01/01/1953;CATALINA VERA;28;H/934
33;Platja De Palma;Hotel;PALMA;;01/01/1963;Anex Teide;53;H/935
76;Cala Rajada;Hotel;CAPDEPERA;;01/01/1963;MAR AZUL;144;H/945
205;Peguera;Hotel;CALVIÀ;;14/06/1963;BQ BULEVAR PEGUERA;383;H/946
37;Cala Sant Vicenç;Hotel;POLLENÇA;0;03/08/1963;EL VICENÇ DE LA MAR;72;H/953
267;Estany D´En Mas (L´);Hotel;MANACOR;;01/01/1963;Cala Romántica;518;H/954
362;Cala Murada;Hotel;MANACOR;0;02/05/1963;IBEROSTAR CALA DOMINGOS;715;H/964
22;Cala D´Or;Hostal;SANTANYÍ;;01/01/1963;OASIS D´OR;43;H/972
114;Platja De Palma;Hotel;PALMA;;01/01/1984;LUXOR;228;H/973
21;Platja De Palma;Hostal residència;PALMA;;14/06/1983;SOL DE MALLORCA;45;H/984
4;Cas Concos Del Cavaller;Turisme d´interior;FELANITX;;28/01/2016;PETIT CAN MEL;8;TI/100
14;Llucmajor;Turisme d´interior;LLUCMAJOR;;27/11/2015;BOUTIQUE ESPAÑA;28;TI/101
6;Montuïri;Turisme d´interior;MONTUÏRI;;12/02/2016;CAN MOIO;12;TI/102
5;Salines (Les);Turisme d´interior;SES SALINES;;12/02/2016;VILLA STATION;10;TI/103
4;Sant Llorenç Del Cardassar;Turisme d´interior;SANT LLORENÇ DES CARDASSAR;;12/02/2016;CAN SOLAIES;8;TI/104
1;Palma;Turisme d´interior;PALMA;;07/03/2016;SANTA CRUZ SUITE;2;TI/105
5;Cabaneta (La);Turisme d´interior;MARRATXÍ;;07/03/2016;CAL SECRETARI VELL;10;TI/107
4;Palma;Turisme d´interior;PALMA;;07/04/2016;BOSCH SUITES;14;TI/108
10;Bunyola;Turisme d´interior;BUNYOLA;;22/08/2016;ES CORTE VELL/ 4 ESTRELLES SUPERIOR;20;TI/109
7;Sóller;Turisme d´interior;SÓLLER;;29/11/2000;S´ARDEVIU;14;TI/11
2;Calvià;Turisme d´interior;CALVIÀ;;22/08/2016;CA´N XORC (CASA MARTIN);4;TI/110
3;Palma;Turisme d´interior;PALMA;;29/09/2016;LONJA LIVING SUITES;8;TI/112
8;Palma;Turisme d´interior;PALMA;;15/11/2016;LA LONJA HOMES;16;TI/113
9;Palma;Turisme d´interior;PALMA;;15/11/2016;CAN SAVELLA;18;TI/114
11;Palma;Turisme d´interior;PALMA;;15/11/2016;BRICK;22;TI/116
4;Llubí;Turisme d´interior;LLUBÍ;0;15/11/2016;CASA MONA, A PLACE TO STAY;8;TI/117
4;Palma;Turisme d´interior;PALMA;;15/11/2016;DESIGN SUITES PALMA;8;TI/120
4;Palma;Turisme d´interior;PALMA;0;07/12/2016;L´AGUILA SUITES;10;TI/121
11;Selva;Turisme d´interior;SELVA;0;29/09/2017;CAN COTA;21;TI/124
6;Palma;Turisme d´interior;PALMA;;17/01/2017;SANT MIQUEL HOMES;12;TI/126
3;Palma;Turisme d´interior;PALMA;;26/01/2017;REMOLARS 3 TOWNHOUSE;6;TI/127
4;Palma;Turisme d´interior;PALMA;;26/01/2017;CAN BOSS;8;TI/129
13;Selva;Turisme d´interior;SELVA;0;12/07/2001;CAN FURIOS;26;TI/13
5;Pobla (La);Turisme d´interior;SA POBLA;;21/07/2017;NEKAZABAL;10;TI/135
4;Artà;Turisme d´interior;ARTÀ;;21/07/2017;FORN NOU;8;TI/137
2;Muro;Turisme d´interior;MURO;;21/07/2017;COMTAT MURO;10;TI/138
6;Banyalbufar;Turisme d´interior;BANYALBUFAR;;02/08/2001;CAN BUSQUETS;11;TI/14
8;Alaró;Turisme d´interior;ALARÓ;0;21/07/2017;CAN FRESSA;20;TI/143
5;Sóller;Turisme d´interior;SÓLLER;;31/07/2017;1902 TOWNHOUSE;12;TI/147
8;Palma;Turisme d´interior;PALMA;0;21/07/2017;CAN RUBI;22;TI/148
3;Felanitx;Turisme d´interior;FELANITX;;17/07/2017;BANCO DE FELANITX GUESS HOUSE;10;TI/149
18;Pollença;Turisme d´interior;POLLENÇA;0;05/03/2002;SON SANT JORDI;36;TI/15
8;Palma;Turisme d´interior;PALMA;0;29/09/2017;BORNE SUITE;22;TI/151
10;Sóller;Turisme d´interior;SÓLLER;;02/10/2017;SOLLEROOMS;20;TI/152
3;Palma;Turisme d´interior;PALMA;;14/08/2017;POC A POC SUITES;6;TI/153
4;Palma;Turisme d´interior;PALMA;0;02/10/2017;CONFRARIA SINGULAR SUITES;13;TI/154
4;Caimari;Turisme d´interior;SELVA;;02/10/2017;CASA CAIMARI;8;TI/155
8;Artà;Turisme d´interior;ARTÀ;;26/03/2002;Palacio Sant Salvador;16;TI/16
5;Can Picafort;Turisme d´interior;SANTA MARGALIDA;;04/10/2017;MOLL PETIT;16;TI/161
4;Palma;Turisme d´interior;PALMA;;29/09/2017;MAR SUITES;16;TI/162
4;Costitx;Turisme d´interior;COSTITX;;04/10/2017;GALILEO;8;TI/166
8;Palma;Turisme d´interior;PALMA;;04/10/2017;CASA DELMONTE;16;TI/168
4;Palma;Turisme d´interior;PALMA;0;29/09/2017;HOSTALS;10;TI/170
17;Campos;Turisme d´interior;CAMPOS;;29/09/2017;SA CREU NOVA;34;TI/173
9;Maria De La Salut;Turisme d´interior;MARIA DE LA SALUT;;29/09/2017;CENTRAL MARIA;18;TI/175
8;Sineu;Turisme d´interior;SINEU;;12/04/2018;CAN SERRETE;16;TI/178
6;Sóller;Turisme d´interior;SÓLLER;;13/04/2018;ECOCIRER;12;TI/179
6;Alcúdia;Turisme d´interior;ALCÚDIA;;05/06/2002;SANT JAUME;12;TI/18
3;Palma;Turisme d´interior;PALMA;405;18/06/2018;CREAMHOMES LAS RAMBLAS;12;TI/181
32;Palma;Turisme d´interior;PALMA;519;25/06/2018;FIL SUITES;67;TI/182
5;Fornalutx;Turisme d´interior;FORNALUTX;349;10/08/2018;CAN PERA ROOMS;10;TI/183
8;Selva;Turisme d´interior;SELVA;376;30/08/2018;ANGELS BOUTIQUE;16;TI/184
9;Calonge;Turisme d´interior;SANTANYÍ;133;27/07/2018;PETIT SANT MIQUEL;18;TI/185
10;Alaró;Turisme d´interior;ALARÓ;442;07/08/2018;CA SA TIETA, TURISME D´INTERIOR;18;TI/186
9;Porreres;Turisme d´interior;PORRERES;455;07/11/2018;S´HERENCIA;18;TI/187
7;Selva;Turisme d´interior;SELVA;260;26/09/2018;SON GRIS;16;TI/188
5;Sineu;Turisme d´interior;SINEU;628;19/11/2018;ES PICAROL SINEU;10;TI/189
8;Estellencs;Turisme d´interior;ESTELLENCS;;31/07/2002;NORD;16;TI/19
6;Valldemossa;Turisme d´interior;VALLDEMOSSA;208;07/12/2018;MARTON TURISME INTERIOR;12;TI/190
21;Sóller;Turisme d´interior;SÓLLER;451;05/02/2019;SOLLER PLAZA;42;TI/192
23;Palma;Turisme d´interior;PALMA;1039;22/03/2019;CA N´ALEXANDRE;46;TI/193
10;Alcúdia;Turisme d´interior;ALCÚDIA;363;15/04/2019;ARA ALCUDIA;19;TI/194
7;Palma;Turisme d´interior;PALMA;732;16/04/2019;VILA DAMUNT;16;TI/195
6;Artà;Turisme d´interior;ARTÀ;188;29/04/2019;CENTRE;12;TI/196
4;Sóller;Turisme d´interior;SÓLLER;117;17/07/2017;SERRA 5;8;TI/197
14;Sóller;Turisme d´interior;SÓLLER;485;12/04/2019;LLUNA AQUA  SOLLER;28;TI/198
16;Petra;Turisme d´interior;PETRA;369;21/06/2019;CASAL DE PETRA ROOMS & POOL;29;TI/199
3;Petra;Turisme d´interior;PETRA;;22/04/1997;SA PLAÇA;6;TI/2
8;Sineu;Turisme d´interior;SINEU;;17/09/2002;SON CLEDA;16;TI/20
6;Palma;Turisme d´interior;PALMA;569;04/07/2019;VINTAGE PALMA PALACE;12;TI/200
13;Palma;Turisme d´interior;PALMA;2516;10/09/2018;PALACIO CAN MARQUES;32;TI/201
10;Palma;Turisme d´interior;PALMA;;01/01/1956;Antiguo Brondo;20;TI/202
11;Alcúdia;Turisme d´interior;ALCÚDIA;625;20/07/2020;CAN MOSTATXINS FRARE;22;TI/203
7;Palma;Turisme d´interior;PALMA;750;18/09/2019;OCHO SUITES;16;TI/204
7;Andratx;Turisme d´interior;ANDRATX;198;27/05/2021;UNIC;14;TI/205
6;Esporles;Turisme d´interior;ESPORLES;217;30/12/2020;SON MELT;12;TI/206
9;Inca;Turisme d´interior;INCA;391;09/04/2021;ANTIC CAN GUIXE;17;TI/207
9;Sineu;Turisme d´interior;SINEU;978;13/09/2021;TEN MALLORCA;18;TI/208
5;Biniaraix;Turisme d´interior;SÓLLER;274;24/09/2021;PETIT BINIARAIX;10;TI/209
8;Costitx;Turisme d´interior;COSTITX;;17/09/2002;ES JARDI;16;TI/21
5;Sóller;Turisme d´interior;SÓLLER;268;20/04/2021;CA´N KARLITO ROOMS;10;TI/210
8;;Turisme d´interior;SA POBLA;280;24/08/2021;FLOR DE MANDARINA;16;TI/211
15;Alaró;Turisme d´interior;ALARÓ;569;31/12/2021;ALARÓ NATURA RURAL SUITES;30;TI/212
8;Caimari;Turisme d´interior;SELVA;604;28/02/2022;PLACETA VELLA;14;TI/213
5;Inca;Turisme d´interior;INCA;388;08/09/2021;CAN VIDAL;10;TI/214
5;Artà;Turisme d´interior;ARTÀ;353;09/02/2022;ORIGINS BY KAPPO;10;TI/215
7;Sóller;Turisme d´interior;SÓLLER;350;11/02/2022;SOLLER CENTER;14;TI/216
7;Sóller;Turisme d´interior;SÓLLER;497;25/02/2022;MEEM TOWNHOUSE;14;TI/217
22;Sóller;Turisme d´interior;SÓLLER;906;13/05/2022;CAN MORAGUES DE SOLLER;44;TI/218
6;Sóller;Turisme d´interior;SÓLLER;443;28/06/2022;CASA HINGES;12;TI/219
23;Palma;Turisme d´interior;PALMA;;17/09/2002;CONDE;46;TI/22
4;Sóller;Turisme d´interior;SÓLLER;278;01/12/2021;CA´S CUSCANTI;8;TI/220
8;Sóller;Turisme d´interior;SÓLLER;789;19/09/2022;CA´N PUIG DE SÓLLER;22;TI/221
6;Sóller;Turisme d´interior;SÓLLER;661;13/03/2023;CAN VERI SUITES;12;TI/222
5;Artà;Turisme d´interior;ARTÀ;510;03/06/2022;MY ROOMS ARTÀ;10;TI/223
6;Cas Concos Del Cavaller;Turisme d´interior;FELANITX;413;13/12/2022;CAN SULL;11;TI/225
5;Alcúdia;Turisme d´interior;ALCÚDIA;237;13/02/2023;PETIT PALAU ALCUDIA;10;TI/226
8;Sant Llorenç Del Cardassar;Turisme d´interior;SANT LLORENÇ DES CARDASSAR;488;06/04/2022;ALOJAMIENTO BOUTIQUE CAN POCOVI;16;TI/227
14;Palma;Turisme d´interior;PALMA;1350;17/01/2024;PORTELLA PALMA;30;TI/229
5;Moscari;Turisme d´interior;SELVA;;08/10/2002;CAN CALCO;10;TI/23
18;Santa Margalida;Turisme d´interior;SANTA MARGALIDA;518;04/04/2024;CA SA PAGESA;36;TI/230
5;Banyalbufar;Turisme d´interior;BANYALBUFAR;354;18/02/2024;CAN COLOM;10;TI/231
3;Palma;Turisme d´interior;PALMA;430;15/05/2024;FINCA 14 LOFTS PALMA;10;TI/232
6;Artà;Turisme d´interior;ARTÀ;375;09/08/2024;CASA SANTA FE;10;TI/233
9;Sineu;Turisme d´interior;SINEU;758;08/10/2024;CAS CATALÀ;18;TI/234
5;Sóller;Turisme d´interior;SÓLLER;372;21/10/2024;MOONTEN;10;TI/235
6;Capdepera;Turisme d´interior;CAPDEPERA;427;20/06/2025;VILA NOVA SUITES & SPA;12;TI/236
8;Banyalbufar;Turisme d´interior;BANYALBUFAR;;29/01/2003;CAN BORGUNY;16;TI/24
6;Ullaró;Turisme d´interior;CAMPANET;;30/01/2003;SON PONS;12;TI/25
6;Alcúdia;Turisme d´interior;ALCÚDIA;;21/03/2003;CAN TEM;12;TI/26
5;Algaida;Turisme d´interior;ALGAIDA;;11/04/2003;FINCA RAIMS;10;TI/27
6;Sóller;Turisme d´interior;SÓLLER;;16/05/2003;CASA SALVIA;12;TI/28
5;Arracó (L´);Turisme d´interior;ANDRATX;;14/07/2003;S´ESCALETA;8;TI/29
5;Estellencs;Turisme d´interior;ESTELLENCS;;15/04/1998;SA PLANA;10;TI/3
6;Selva;Turisme d´interior;SELVA;;14/07/2003;SA BISBAL;12;TI/30
14;Lloseta;Turisme d´interior;LLOSETA;;03/02/2004;CAS COMTE;28;TI/32
6;Pollença;Turisme d´interior;POLLENÇA;;19/05/2004;DESBRULL;12;TI/33
3;Llubí;Turisme d´interior;LLUBÍ;;14/05/2004;CAN BAGOT;6;TI/34
6;Pollença;Turisme d´interior;POLLENÇA;;02/06/2004;L´HOSTAL;12;TI/35
8;Valldemossa;Turisme d´interior;VALLDEMOSSA;;25/06/2004;ES PETIT DE VALLDEMOSSA;16;TI/36
5;Sencelles;Turisme d´interior;SENCELLES;;03/11/2004;CAN MAVI;12;TI/37
4;Banyalbufar;Turisme d´interior;BANYALBUFAR;;14/01/2005;CA MADO PAULA;8;TI/38
8;Alcúdia;Turisme d´interior;ALCÚDIA;0;10/05/2005;CAN SIMO;16;TI/39
6;Alcúdia;Turisme d´interior;ALCÚDIA;;21/06/2005;CAS FERRER NOU;12;TI/40
7;Son Servera;Turisme d´interior;SON SERVERA;0;08/07/2005;CA S´HEREU;14;TI/41
8;Alaró;Turisme d´interior;ALARÓ;;01/12/2005;CAN XIM;16;TI/42
8;Maria De La Salut;Turisme d´interior;MARIA DE LA SALUT;;17/05/2006;FONT I ROIG;16;TI/44
8;Sóller;Turisme d´interior;SÓLLER;;24/11/2006;BUGAMBILIAS;11;TI/45
8;Sóller;Turisme d´interior;SÓLLER;;08/06/2007;CAN ROSES;14;TI/46
8;Sóller;Turisme d´interior;SÓLLER;;08/11/2007;HOTEL LA VILA;16;TI/47
7;Sóller;Turisme d´interior;SÓLLER;;05/12/2007;CA´N PATI;14;TI/48
18;Fornalutx;Turisme d´interior;FORNALUTX;;14/01/2008;FORNALUTX PETIT HOTEL;37;TI/49
6;Sóller;Turisme d´interior;SÓLLER;;23/11/1998;CA´S PUERS;12;TI/5
6;Palma;Turisme d´interior;PALMA;;13/03/2008;CA SA PADRINA;11;TI/50
12;Sóller;Turisme d´interior;SÓLLER;0;01/07/2008;LA AVENIDA;24;TI/51
8;Santanyí;Turisme d´interior;SANTANYÍ;;19/12/2008;SANTANYÍ;15;TI/52
7;Alaró;Turisme d´interior;ALARÓ;;08/04/2009;PETIT ALARO;14;TI/54
4;Alcúdia;Turisme d´interior;ALCÚDIA;;02/06/2009;CAN PERE;8;TI/55
8;Caimari;Turisme d´interior;SELVA;;28/10/2009;PETIT CAIMARI;16;TI/56
7;Valldemossa;Turisme d´interior;VALLDEMOSSA;;04/12/2009;SA VALL VALLDEMOSSA;14;TI/57
6;Sóller;Turisme d´interior;SÓLLER;0;04/12/2009;CA N´ISABEL;10;TI/58
7;Sineu;Turisme d´interior;SINEU;;16/03/2000;CELLER DE CAN FONT;14;TI/6
11;Campos;Turisme d´interior;CAMPOS;;03/03/2010;SEGLES;24;TI/60
5;Santanyí;Turisme d´interior;SANTANYÍ;;03/03/2010;S´HOTELET DE SANTANYI;10;TI/61
4;Alaró;Turisme d´interior;ALARÓ;;03/03/2010;EL NIDO ALARO;8;TI/62
8;Llubí;Turisme d´interior;LLUBÍ;0;05/03/2010;TOFOLLUBI;16;TI/63
4;Sineu;Turisme d´interior;SINEU;;24/02/2011;SA BARCELLA;8;TI/64
10;Sóller;Turisme d´interior;SÓLLER;;25/02/2011;CAN ABRIL TRAMONTANA;20;TI/65
6;Llubí;Turisme d´interior;LLUBÍ;0;25/05/2011;VISTA DE LA VILA;12;TI/66
6;Alaró;Turisme d´interior;ALARÓ;;19/07/2011;CA´N BEIA;12;TI/67
3;Llubí;Turisme d´interior;LLUBÍ;;29/10/2012;DAICA;6;TI/68
11;Ariany;Turisme d´interior;ARIANY;;23/04/2012;ES CONVENT D´ARIANY;32;TI/69
8;Artà;Turisme d´interior;ARTÀ;;14/04/2000;CASAL D´ARTA;14;TI/7
8;Algaida;Turisme d´interior;ALGAIDA;;22/11/2012;PETIT ALGAIDA HTL;16;TI/70
3;Pollença;Turisme d´interior;POLLENÇA;;26/11/2012;LLEO;5;TI/71
4;Artà;Turisme d´interior;ARTÀ;;25/01/2013;CA SA PADRINA;11;TI/72
4;Estellencs;Turisme d´interior;ESTELLENCS;;25/03/2013;CAS RECTOR;6;TI/73
5;Palma;Turisme d´interior;PALMA;0;17/01/2013;URBAN SUITES PALMA;10;TI/75
9;Palma;Turisme d´interior;PALMA;;22/01/2013;MONTMARI;19;TI/76
5;Alcúdia;Turisme d´interior;ALCÚDIA;;11/03/2013;CAN VENT;10;TI/77
4;Palma;Turisme d´interior;PALMA;;17/01/2013;CORDERIA 4;8;TI/78
6;Valldemossa;Turisme d´interior;VALLDEMOSSA;;30/04/2013;RESIDENCIAL SUITES VALLDEMOSSA;16;TI/79
3;Sineu;Turisme d´interior;SINEU;;15/05/2000;SA POSADA;6;TI/8
12;Sineu;Turisme d´interior;SINEU;;27/08/2013;LEON DE SINEU;21;TI/81
5;Palma;Turisme d´interior;PALMA;;26/03/2014;RAMON LLULL-OLD TOWN HOUSE;12;TI/82
3;Valldemossa;Turisme d´interior;VALLDEMOSSA;;26/03/2014;ALLOTJAMENTS SERRA DE TRAMUNTANA;6;TI/83
13;Valldemossa;Turisme d´interior;VALLDEMOSSA;;05/02/2015;CAS PAPA;29;TI/85
6;Selva;Turisme d´interior;SELVA;;30/03/2015;SON ARNAU;12;TI/86
11;Mancor De La Vall;Turisme d´interior;MANCOR DE LA VALL;;05/11/2015;TURIXANT;22;TI/87
4;Palma;Turisme d´interior;PALMA;;12/06/2015;LONJA SUITES;10;TI/89
7;Fornalutx;Turisme d´interior;FORNALUTX;;10/08/2000;CAN REUS;13;TI/9
5;Palma;Turisme d´interior;PALMA;;25/02/2015;CAN CARRIO,1;16;TI/90
4;Alaró;Turisme d´interior;ALARÓ;;15/04/2015;CA´N PEP;10;TI/91
9;Lloseta;Turisme d´interior;LLOSETA;;14/04/2015;THE PINK PEPPER TREE;18;TI/93
3;Valldemossa;Turisme d´interior;VALLDEMOSSA;;28/09/2015;CA NA FRANCINA;6;TI/94
5;Capdepera;Turisme d´interior;CAPDEPERA;;28/09/2015;ORIENT;20;TI/95
6;Palma;Turisme d´interior;PALMA;;13/10/2015;CAN BLAU;14;TI/96
5;Campanet;Turisme d´interior;CAMPANET;0;05/11/2015;SON COLOM;10;TI/97
9;Alcúdia;Turisme d´interior;ALCÚDIA;;05/11/2015;CAS SUCRER;18;TI/98
6;Sencelles;Turisme d´interior;SENCELLES;;05/11/2015;CAN FLORIT;12;TI/99
