Unitats;Localitat;Grup;Municipi;Superfície;Inici d'activitat;Denominació comercial;Places;Signatura
36;Port De Pollença;Apartaments turístics;POLLENÇA;;07/08/1998;DUVABITAT;108;AT/2143
32;Canyamel;Apartaments turístics;CAPDEPERA;;01/12/1998;CANYAMEL PARK;64;AT/2145
15;Portocolom;Apartaments turístics;FELANITX;;23/03/2000;BELLA MARIA;32;AT/2149
14;Portocristo;Apartaments turístics;MANACOR;;05/07/2000;SOL ROMANTICA II;57;AT/2151
6;Platja De Palma;Apartaments turístics;PALMA;;11/08/2000;VILLA NADINE;15;AT/2152
10;Galilea;Apartaments turístics;PUIGPUNYENT;;26/01/2001;SCOTT´S GALILEA;25;AT/2154
8;Colònia De Sant Jordi;Apartaments turístics;SES SALINES;;09/04/2002;VILLA PICCOLA;24;AT/2156
52;Peguera;Apartaments turístics;CALVIÀ;;09/05/2002;MAR HOTELS PAGUERA APARTAMENTS;156;AT/2157
37;Platja De Palma;Apartaments turístics;PALMA;;27/05/2002;DON JUAN;129;AT/2159
19;Peguera;Apartaments turístics;CALVIÀ;;27/05/2002;NILO BLANCO;50;AT/2160
176;Magaluf;Apartaments turístics;CALVIÀ;;01/08/2002;VISTA SOL;370;AT/2162
30;Can Picafort;Apartaments turístics;SANTA MARGALIDA;;09/12/2002;MAR Y PAZ;114;AT/2163
9;Port De Pollença;Apartaments turístics;POLLENÇA;;09/12/2002;COMPANY;42;AT/2165
12;Cala Millor;Apartaments turístics;SON SERVERA;;09/12/2002;ARCADIA;38;AT/2166
17;Cala Millor;Apartaments turístics;SANT LLORENÇ DES CARDASSAR;;05/02/2003;APARTAMENTOS PROPE MARE;40;AT/2167
46;Platja De Palma;Apartaments turístics;PALMA;;26/05/2003;JADE;92;AT/2169
66;Peguera;Apartaments turístics;CALVIÀ;;05/04/2004;PAGUERA PARK;188;AT/2171
126;Cala D´Or;Apartaments turístics;SANTANYÍ;;08/06/2004;INTUROTEL AZUL GARDEN;252;AT/2172
24;Port De Pollença;Apartaments turístics;POLLENÇA;;22/07/2004;EL MONTELYN;48;AT/2173
42;Port De Pollença;Apartaments turístics;POLLENÇA;;11/05/2005;CLUB DEL SOL;126;AT/2174
33;Port (El);Apartaments turístics;SÓLLER;0;17/11/2005;MARINA PLAYA;82;AT/2175
17;Cala Ferrera;Apartaments turístics;FELANITX;0;08/09/2006;FERRERA PINS;49;AT/2176
224;Llucmajor;Apartaments turístics;LLUCMAJOR;;15/06/2007;MARRIOTT CLUB SON ANTEM;936;AT/2178
41;Platja De Palma;Apartaments turístics;PALMA;;24/10/2008;MIX APARTAMENTOS TURISTICOS BR;82;AT/2179
32;Camp De Mar;Apartaments turístics;ANDRATX;0;25/03/2010;VILLA REAL;98;AT/2180
10;Can Pastilla;Apartaments turístics;PALMA;;15/10/2013;DELFIN;46;AT/2182
12;Portocolom;Apartaments turístics;FELANITX;;29/09/2017;PIERRE & VACANCES MALLORCA CECILIA;48;AT/2183
9;Port (El);Apartaments turístics;SÓLLER;;01/07/2015;COSTA BRAVA;39;AT/2184
6;Cala Millor;Apartaments turístics;SON SERVERA;;12/09/2014;ALBORADA;18;AT/2185
16;Cala Murada;Apartaments turístics;MANACOR;;29/09/2017;CALA MURADA TENNIS;32;AT/2186
25;Cala Millor;Apartaments turístics;SON SERVERA;;29/09/2017;APARTAMENTOS BLUE SEA DON JAIME;68;AT/2187
4;Can Pastilla;Apartaments turístics;PALMA;;29/09/2017;BEACH4U;20;AT/2189
9;Platja De Palma;Apartaments turístics;PALMA;848;20/07/2018;THE HYPE;28;AT/2190
17;Platja De Palma;Apartaments turístics;PALMA;0;25/05/1970;ARCADIO;57;AT/2191
13;Palma;Apartaments turístics;PALMA;0;24/09/1963;TERRENO STUDIOS;53;AT/2192
15;Colònia De Sant Jordi;Apartaments turístics;SES SALINES;1601;21/03/2019;POSIDONIA;58;AT/2193
16;L´Illot-Cala Morlanda;Apartaments turístics;MANACOR;0;15/06/1981;CALA MORLANDA ESTUDIOS;48;AT/2194
9;Palma;Apartaments turístics;PALMA;144;14/01/2020;Samaritana Pied-à-Terre;18;AT/2195
245;Peguera;Apartaments turístics;CALVIÀ;;11/03/2010;HAPIMAG;566;AT/2196
9;Palma;Apartaments turístics;PALMA;808;19/02/2020;The Boc Suites;36;AT/2197
15;Arenal (L´);Apartaments turístics;PALMA;949;23/06/2022;Feelathome Tortuga de Mar;42;AT/2199
2;Colònia De Sant Jordi;Apartaments turístics;SES SALINES;0;23/04/1966;Colonia Beach Front House Es Turó;18;AT/2200
14;Palmanova;Apartaments turístics;CALVIÀ;;01/01/1967;KOMPAS;28;AT/2201
73;Les Meravelles;Apartaments turístics;PALMA;;04/12/2015;Apartamentos Pabisa Orlando;146;AT/2202
11;Palma;Apartaments turístics;PALMA;0;01/01/1964;POLAR;25;AT/2204
12;Port (El);Apartaments turístics;SÓLLER;0;01/01/1967;Repic Apartments;28;AT/2205
10;Platja De Palma;Apartaments turístics;PALMA;0;18/07/1967;Mallorca Suites;20;AT/2206
24;Port D´Alcúdia;Apartaments turístics;ALCÚDIA;;02/12/1972;Bonavida Palms;72;AT/442
8;Colònia De Sant Jordi;Apartaments turístics;SES SALINES;;16/06/1972;PIZA;32;AT/569
27;Cala D´Or;Apartaments turístics;SANTANYÍ;;14/10/1972;PLAYA DOR;162;AT/588
12;Cala Millor;Apartaments turístics;SON SERVERA;;21/11/1972;MALLORCA;32;AT/594
8;Peguera;Apartaments turístics;CALVIÀ;0;13/05/1974;PETIT BLAU;24;AT/626
91;Magaluf;Apartaments turístics;CALVIÀ;;30/04/1974;SOL Y VERA;265;AT/634
90;Cala Mesquida;Apartaments turístics;CAPDEPERA;;29/10/1974;ZAFIRO CALA MESQUIDA PARK;270;AT/639
37;Cala Fornells;Apartaments turístics;CALVIÀ;;29/10/1974;ALDEA CALA FORNELLS I;108;AT/644
18;Portopetro;Apartaments turístics;SANTANYÍ;;01/07/1975;NIU DAUS;48;AT/688
20;Canyamel;Apartaments turístics;CAPDEPERA;;14/08/1975;SUREDA;80;AT/710
54;Magaluf;Apartaments turístics;CALVIÀ;;02/02/1977;MAGALLUF PLAYA I;216;AT/809
15;Cala Ferrera;Apartaments turístics;FELANITX;0;08/01/1977;FERRERA PARK;78;AT/858
163;Muro;Camping;MURO;;16/08/1984;VALENTIN PLAYA DE MURO;500;CA/5
14;Port De Pollença;Hotel apartament;POLLENÇA;;31/10/1969;GALEON;68;HA/1098
49;Cala Mondragó;Hotel apartament;SANTANYÍ;;04/06/1964;PLAYA MONDRAGO;93;HA/1100
421;Font De La Cala;Hotel apartament;CAPDEPERA;;01/01/1966;BEACH CLUB FONT DE SA CALA;840;HA/1191
275;Platja De Palma;Hotel apartament;PALMA;0;13/04/1965;OCCIDENTAL PLAYA DE PALMA;694;HA/1237
6;Canyamel;Hotel apartament;CAPDEPERA;;31/07/1965;CANYAMAR BEACH HOTEL;20;HA/1383
126;Cala Millor;Hotel apartament;SANT LLORENÇ DES CARDASSAR;;26/08/1965;MORITO;243;HA/1392
31;Portals Nous;Hotel apartament;CALVIÀ;;01/01/1966;PORTALS HILLS HOTEL & RESIDENCE;104;HA/1421
194;Cala Millor;Hotel apartament;SANT LLORENÇ DES CARDASSAR;;01/01/1966;ANBA ROMANI;386;HA/1447
8;Peguera;Hotel apartament;CALVIÀ;;29/03/1967;MORLANS;16;HA/1592
35;Can Picafort;Hotel apartament;SANTA MARGALIDA;;08/06/1967;AFRICA MAR;117;HA/1631
36;Platja De Palma;Hotel apartament;PALMA;;01/01/1967;CONDOR;67;HA/1634
57;Platja De Palma;Hotel apartament;PALMA;;01/01/1968;BEN-HUR;128;HA/1718
131;Cala Millor;Hotel apartament;SANT LLORENÇ DES CARDASSAR;;01/01/1968;LA SANTA MARIA;238;HA/1776
70;Cala Millor;Hotel apartament;SON SERVERA;;01/05/1968;MARINS PLAYA SUITE;155;HA/1803
158;Can Picafort;Hotel apartament;SANTA MARGALIDA;;01/01/1969;GRAN BAHIA;298;HA/1886
440;Can Picafort;Hotel apartament;SANTA MARGALIDA;;01/06/1969;GRAN VISTA & SPA;852;HA/1903
293;Cala Rajada;Hotel apartament;CAPDEPERA;;25/08/1969;CLUB HOTEL CALA RATJADA;530;HA/1976
39;Cala Rajada;Hotel apartament;CAPDEPERA;;24/04/1970;FLACALCO HOTEL & APARTMENTS;77;HA/2004
565;Platja De Muro;Hotel apartament;MURO;0;20/06/1970;PLAYA ESPERANZA RESORT;1287;HA/2076
23;Platja De Palma;Hotel apartament;PALMA;;14/07/1970;RAXA;46;HA/2136
273;Platja De Palma;Hotel apartament;PALMA;;11/06/1970;KONTIKI PLAYA;591;HA/2151
374;Can Picafort;Hotel apartament;SANTA MARGALIDA;;01/01/1973;TONGA TOWER DESIGN HOTEL & SUITES;925;HA/2189
179;Port D´Alcúdia;Hotel apartament;ALCÚDIA;;21/06/1971;NUEVAS PALMERAS;376;HA/2230
71;Cala Bona;Hotel apartament;SON SERVERA;;01/01/1969;Cabot Cap de Mar SPA;213;HA/2311
187;Palmanova;Hotel apartament;CALVIÀ;;22/05/1975;Hotel- Apartamento Globales Panamá;366;HA/2434
102;Port D´Alcúdia;Hotel apartament;ALCÚDIA;;20/10/1978;PRINCESA;202;HA/2475
199;Santa Ponça;Hotel apartament;CALVIÀ;0;26/05/1980;TRH JARDIN DEL MAR;582;HA/2487
7;Cala Figuera;Hotel apartament;SANTANYÍ;;04/06/1980;NOU CAN GUILLEM;15;HA/2495
261;Costa De La Calma;Hotel apartament;CALVIÀ;;01/01/1982;JARDIN DEL SOL;737;HA/2544
9;Canyamel;Hotel apartament;CAPDEPERA;;24/03/1986;MINIGOLF;22;HA/2561
185;Palmanova;Hotel apartament;CALVIÀ;;09/06/1987;Marsenses Rosa del Mar Hotel & Apartamentos;395;HA/2575
103;Peguera;Hotel apartament;CALVIÀ;0;13/02/1989;PAGUERA BEACH;194;HA/2591
279;Cala D´Or;Hotel apartament;SANTANYÍ;;17/07/1989;BLUE SEA CLUB MARTHA´S;631;HA/2597
215;Coma (La);Hotel apartament;SANT LLORENÇ DES CARDASSAR;;05/05/1989;PALMERAS PLAYA;645;HA/2598
70;Can Picafort;Hotel apartament;SANTA MARGALIDA;;26/05/1989;ES BAULO PETIT HOTEL;157;HA/2600
268;Platja De Muro;Hotel apartament;MURO;;14/07/1989;LAGOTEL CLUB;558;HA/2607
153;Coma (La);Hotel apartament;SANT LLORENÇ DES CARDASSAR;;14/07/1989;PLAYA DORADA;324;HA/2608
159;Cala Millor;Hotel apartament;SANT LLORENÇ DES CARDASSAR;;14/07/1989;BAHIA GRANDE;336;HA/2609
351;Cala Rajada;Hotel apartament;CAPDEPERA;;12/01/1990;LA PINEDA;753;HA/2613
234;Can Picafort;Hotel apartament;SANTA MARGALIDA;;05/10/1989;STIL PICAFORT PARK;468;HA/2614
337;Cala Vinyes;Hotel apartament;CALVIÀ;;19/12/1989;OCCIDENTAL CALA VIÑAS;696;HA/2619
170;Palmanova;Hotel apartament;CALVIÀ;;12/01/1990;Leonardo Royal Hotel Palmanova Bay Calvia;449;HA/2620
212;Palmanova;Hotel apartament;CALVIÀ;;12/01/1990;PALMANOVA SUITES BY TRH;424;HA/2621
226;Cala D´Or;Hotel apartament;SANTANYÍ;;01/02/1990;ALBA;452;HA/2627
88;Port De Pollença;Hotel apartament;POLLENÇA;;22/02/1990;FLORA;176;HA/2628
209;Coma (La);Hotel apartament;SANT LLORENÇ DES CARDASSAR;;22/03/1990;COMA GRAN;430;HA/2633
598;Platja De Muro;Hotel apartament;MURO;;11/04/1990;ALCUDIA PINS;2205;HA/2637
168;Port D´Alcúdia;Hotel apartament;ALCÚDIA;;17/04/1990;IVORY PLAYA;336;HA/2638
215;Peguera;Hotel apartament;CALVIÀ;0;22/05/1990;PAGUERA PARK;424;HA/2645
263;Cala D´Or;Hotel apartament;SANTANYÍ;;22/05/1990;Inturotel Cala Azul;561;HA/2648
174;Port D´Alcúdia;Hotel apartament;ALCÚDIA;;08/06/1990;PORT D´ALCUDIA;439;HA/2652
138;Cala Rajada;Hotel apartament;CAPDEPERA;;08/06/1990;GUYA PLAYA;285;HA/2654
189;Son Caliu;Hotel apartament;CALVIÀ;0;26/04/1991;PONENT MAR;442;HA/2657
318;Cala D´Or;Hotel apartament;SANTANYÍ;;05/07/1990;INTUROTEL ESMERALDA PARK;636;HA/2658
69;Muro;Hotel apartament;MURO;;01/08/1990;LAGO PARK;159;HA/2659
41;Palmanova;Hotel apartament;CALVIÀ;;10/09/1990;MARTHA´S;123;HA/2661
120;Port D´Alcúdia;Hotel apartament;ALCÚDIA;;10/09/1990;VIVA GOLF HOTEL ADULTS ONLY;240;HA/2663
120;Platja De Muro;Hotel apartament;MURO;;17/09/1990;MAR HOTELS PLAYA DE MURO SUITES;256;HA/2664
136;Cala Rajada;Hotel apartament;CAPDEPERA;0;23/11/1990;PROTUR TURO PINS;301;HA/2666
113;Cala Bona;Hotel apartament;SON SERVERA;;26/04/1991;FERRER ISABEL;226;HA/2672
241;Palmanova;Hotel apartament;CALVIÀ;0;13/02/1992;ZAFIRO PALMANOVA;458;HA/2678
227;Can Pastilla;Hotel apartament;PALMA;;13/04/1992;FONTANELLAS PLAYA;474;HA/2679
51;Can Picafort;Hotel apartament;SANTA MARGALIDA;;19/03/1992;DUNAMAR;165;HA/2680
144;Cala Millor;Hotel apartament;SON SERVERA;;09/10/1992;TROPICANA;288;HA/2686
812;Cala Anguila-Cala Mendia;Hotel apartament;MANACOR;;03/02/1993;BLAU PUNTA REINA CLUB;1743;HA/2690
102;Cala Millor;Hotel apartament;SON SERVERA;;30/03/1993;CLUB SIMO;204;HA/2692
366;Platja De Muro;Hotel apartament;MURO;;06/09/1993;IBEROSTAR ALCUDIA PARK;800;HA/2697
303;Port D´Alcúdia;Hotel apartament;ALCÚDIA;;02/09/1993;IBEROSTAR CIUDAD BLANCA;920;HA/2698
205;Cala Millor;Hotel apartament;SANT LLORENÇ DES CARDASSAR;;10/12/1993;CALA MILLOR PARK;518;HA/2701
90;Cala Rajada;Hotel apartament;CAPDEPERA;;29/11/1993;DIAMANT II;178;HA/2702
123;Coma (La);Hotel apartament;SANT LLORENÇ DES CARDASSAR;;15/02/1994;Hipotels Mediterráneo Garden;324;HA/2707
734;Portopetro;Hotel apartament;SANTANYÍ;;15/02/1994;IBEROSTAR CLUB CALA BARCA;1738;HA/2708
76;Cala D´Or;Hotel apartament;SANTANYÍ;;11/04/1994;PUERTO DEL SOL;156;HA/2710
333;Coma (La);Hotel apartament;SANT LLORENÇ DES CARDASSAR;0;05/04/1994;Hipotels Club Mediterráneo;794;HA/2711
373;Cala Bona;Hotel apartament;SON SERVERA;;28/03/1994;HIPOTELS CALA BONA CLUB;896;HA/2713
193;Magaluf;Hotel apartament;CALVIÀ;;06/04/1994;SOL WAVE HOUSE MALLORCA;436;HA/2714
134;Palmanova;Hotel apartament;CALVIÀ;;24/10/1994;AQUASOL;441;HA/2720
118;Peguera;Hotel apartament;CALVIÀ;;29/03/1995;HOTEL APARTAMENTS PALMIRA PAGUERA & SUITES;215;HA/2724
228;Port D´Alcúdia;Hotel apartament;ALCÚDIA;;16/05/1995;EDEN LAGO;434;HA/2725
60;Sant Elm;Hotel apartament;ANDRATX;;20/06/1995;DON CAMILO;132;HA/2728
502;Cales De Mallorca;Hotel apartament;MANACOR;;05/12/1995;CLUB CALA ROMANI;918;HA/2736
39;Can Picafort;Hotel apartament;SANTA MARGALIDA;;22/01/1996;MARACAIBO;81;HA/2737
87;Cala Anguila-Cala Mendia;Hotel apartament;MANACOR;;30/06/1997;Blau Cala Mendia;199;HA/2739
564;Cala Anguila-Cala Mendia;Hotel apartament;MANACOR;;16/09/1996;INSOTEL CALA MANDIA RESORT & SPA;1214;HA/2740
311;Can Picafort;Hotel apartament;SANTA MARGALIDA;;18/11/1996;PLATJA DAURADA;604;HA/2744
226;Platja De Muro;Hotel apartament;MURO;;16/12/1996;PLAYA GARDEN;452;HA/2746
340;Port D´Alcúdia;Hotel apartament;ALCÚDIA;0;09/01/1997;ZAFIRO TROPIC;649;HA/2748
260;Port D´Alcúdia;Hotel apartament;ALCÚDIA;;09/01/1997;VIVA SUNRISE;488;HA/2749
208;Cala Bona;Hotel apartament;SON SERVERA;;14/02/1997;BONAIRE;396;HA/2752
289;Platja De Muro;Hotel apartament;MURO;0;21/04/1997;ZAFIRO BAHIA;694;HA/2753
71;Platja De Muro;Hotel apartament;MURO;;22/05/1997;ELISA;148;HA/2755
329;Cala Millor;Hotel apartament;SANT LLORENÇ DES CARDASSAR;;29/09/1997;PROTUR MONTE SAFARI;658;HA/2757
125;Port D´Alcúdia;Hotel apartament;ALCÚDIA;;29/10/1997;ESTRELLA DE MAR;250;HA/2760
272;Platja De Muro;Hotel apartament;MURO;;10/12/1997;LA DORADA;544;HA/2762
64;Camp De Mar;Hotel apartament;ANDRATX;;15/05/1998;BAHIA CAMP DE MAR SUITES;192;HA/2764
44;Cala D´Or;Hotel apartament;SANTANYÍ;;05/06/1998;ONA VILLAGE CALA D´OR;155;HA/2765
112;Coma (La);Hotel apartament;SANT LLORENÇ DES CARDASSAR;;03/06/1998;BLUE SEA GRAN PLAYA;308;HA/2766
260;Coma (La);Hotel apartament;SANT LLORENÇ DES CARDASSAR;;09/07/1998;PROTUR VISTA BADIA;520;HA/2769
220;Cala Millor;Hotel apartament;SON SERVERA;;09/07/1998;CIUDAD LAUREL;440;HA/2770
119;Can Picafort;Hotel apartament;SANTA MARGALIDA;0;09/07/1998;PICAFORT BEACH;255;HA/2771
265;Platja De Muro;Hotel apartament;MURO;0;03/03/1999;VIVA BLUE;504;HA/2780
236;Cala Rajada;Hotel apartament;CAPDEPERA;;28/04/1999;GREEN GARDEN;452;HA/2784
614;Coma (La);Hotel apartament;SANT LLORENÇ DES CARDASSAR;;21/06/1999;GLOBALES BOUGANVILLA;1604;HA/2789
150;Platja De Muro;Hotel apartament;MURO;9457;16/07/1999;SES FOTGES;435;HA/2791
222;Cala Millor;Hotel apartament;SANT LLORENÇ DES CARDASSAR;0;08/09/1999;GARBI CALA MILLOR;448;HA/2792
135;Port D´Andratx;Hotel apartament;ANDRATX;0;03/11/1999;LA PERGOLA;292;HA/2794
101;Cala Millor;Hotel apartament;SANT LLORENÇ DES CARDASSAR;;18/11/1999;DUNAS CALA MILLOR;337;HA/2795
637;Coma (La);Hotel apartament;SANT LLORENÇ DES CARDASSAR;;29/12/1999;PROTUR SAFARI PARK;1397;HA/2797
218;Port D´Alcúdia;Hotel apartament;ALCÚDIA;0;03/05/2000;PARAISO DE ALCUDIA;615;HA/2798
544;Cala Mesquida;Hotel apartament;CAPDEPERA;;29/05/2000;VIVA CALA MESQUIDA;1088;HA/2799
168;Port De Pollença;Hotel apartament;POLLENÇA;;07/04/2000;MAR HOTELS PLAYA MAR & SPA;336;HA/2800
260;Muro;Hotel apartament;MURO;;09/05/2000;IBEROSTAR ALBUFERA PARK;780;HA/2803
78;Colònia De Sant Jordi;Hotel apartament;SES SALINES;;06/06/2000;ISLA DE CABRERA;156;HA/2804
70;Port D´Alcúdia;Hotel apartament;ALCÚDIA;;18/09/2000;ORQUIDEA PLAYA;200;HA/2808
240;Coma (La);Hotel apartament;SANT LLORENÇ DES CARDASSAR;;17/10/2000;ORIENT BEACH;480;HA/2811
116;Port De Pollença;Hotel apartament;POLLENÇA;;08/02/2001;DUVA CONVENTIOS CENTER & SPA;250;HA/2812
13;Palmanova;Hotel apartament;CALVIÀ;;14/02/2001;MARTINEZ;36;HA/2813
47;Can Picafort;Hotel apartament;SANTA MARGALIDA;;11/04/2001;DUNES PLATJA;91;HA/2816
197;Cala Bona;Hotel apartament;SON SERVERA;;02/05/2001;MALLORCA MAR;454;HA/2818
73;Cala Bona;Hotel apartament;SON SERVERA;;15/06/2001;PORT ROIG;146;HA/2820
299;Can Picafort;Hotel apartament;SANTA MARGALIDA;0;22/10/2001;ZAFIRO CAN PICAFORT;570;HA/2823
55;Cala D´Or;Hotel apartament;SANTANYÍ;0;26/04/2002;MELIA CALA D´OR;106;HA/2824
232;Coma (La);Hotel apartament;SANT LLORENÇ DES CARDASSAR;;11/02/2002;PROTUR BADIA PARK;464;HA/2827
184;Cala Millor;Hotel apartament;SANT LLORENÇ DES CARDASSAR;;04/06/2002;HM Mar Blau;368;HA/2829
185;Can Picafort;Hotel apartament;SANTA MARGALIDA;;15/07/2002;CAN PICAFORT PALACE;376;HA/2831
103;Cala Millor;Hotel apartament;SANT LLORENÇ DES CARDASSAR;;28/10/2002;MERCEDES;387;HA/2834
50;Cala Rajada;Hotel apartament;CAPDEPERA;0;09/12/2002;LAGO GARDEN APARTAMENTS;96;HA/2836
120;Platja De Muro;Hotel apartament;MURO;;11/04/2003;NATURA PLAYA;240;HA/2840
165;Cala D´Or;Hotel apartament;SANTANYÍ;;15/05/2003;INTUROTEL SA MARINA;378;HA/2841
211;Can Picafort;Hotel apartament;SANTA MARGALIDA;;15/05/2003;VELL MARÍ HOTEL & RESORT;422;HA/2842
107;Port D´Alcúdia;Hotel apartament;ALCÚDIA;;28/05/2003;BOTEL ALCUDIAMAR CLUB;203;HA/2843
56;Platja De Palma;Hotel apartament;PALMA;;23/06/2003;HOUM PLAZA SON RIGO;166;HA/2844
68;Son Servera;Hotel apartament;SON SERVERA;;26/06/2003;STIL PULA SUITES;136;HA/2845
171;Portals Nous;Hotel apartament;CALVIÀ;;03/12/2003;TOMIR PORTALS SUITES;468;HA/2848
14;Fornalutx;Hotel apartament;FORNALUTX;;22/07/2004;SA TANQUETA DE FORNALUTX;40;HA/2854
311;Platja De Palma;Hotel apartament;PALMA;23964;16/09/2004;PLAYA DE PALMA SUITES AND SPA;622;HA/2856
180;Cala D´Or;Hotel apartament;SANTANYÍ;;11/10/2004;Alua Suites Las Rocas;414;HA/2857
257;Cala Millor;Hotel apartament;SON SERVERA;;23/02/2005;MARINS PLAYA;512;HA/2858
127;Port De Pollença;Hotel apartament;POLLENÇA;;11/05/2005;CLUB DEL SOL;245;HA/2859
105;Cala Millor;Hotel apartament;SANT LLORENÇ DES CARDASSAR;;07/12/2005;Marins Beach Club;222;HA/2860
252;Can Picafort;Hotel apartament;SANTA MARGALIDA;;07/12/2005;ZAFIRO MALLORCA;481;HA/2861
74;Port D´Alcúdia;Hotel apartament;ALCÚDIA;;21/11/2006;CORAL DE MAR;148;HA/2863
44;Canyamel;Hotel apartament;CAPDEPERA;;01/12/2006;CANYAMEL SUN;144;HA/2865
253;Cala D´Or;Hotel apartament;SANTANYÍ;0;13/04/2007;CLUB ES TALAIAL;689;HA/2866
74;Cala D´Or;Hotel apartament;SANTANYÍ;;30/05/2007;INTUROTEL ESMERALDA GARDEN;153;HA/2869
396;Cales De Mallorca;Hotel apartament;MANACOR;;23/07/2007;HYB EUROCALAS;878;HA/2870
120;Cala D´Or;Hotel apartament;SANTANYÍ;;05/12/2008;LA MIRADA;334;HA/2871
11;Fornalutx;Hotel apartament;FORNALUTX;;12/05/2008;CAN VERDERA;22;HA/2872
276;Port D´Alcúdia;Hotel apartament;ALCÚDIA;0;11/07/2008;ALCUDIA GARDEN;598;HA/2873
24;Cala Mesquida;Hotel apartament;CAPDEPERA;;29/04/2009;ZAFIRO CALA MESQUIDA PARK II;48;HA/2877
197;Cala Ferrera;Hotel apartament;FELANITX;0;25/03/2010;Marsenses Ferrera Blanca Hotel & Apartamentos;606;HA/2884
297;Palmanova;Hotel apartament;CALVIÀ;0;09/08/2010;HM MARTINIQUE;565;HA/2888
244;Coma (La);Hotel apartament;SANT LLORENÇ DES CARDASSAR;;10/05/2011;SA COMA PLAYA;670;HA/2891
112;Portocolom;Hotel apartament;FELANITX;0;26/09/2011;Hotel JS Porto Colom Suites;326;HA/2893
39;Cala Rajada;Hotel apartament;CAPDEPERA;;27/05/2015;Hotel Apartamento Paradise Residencial;78;HA/2896
71;Peguera;Hotel apartament;CALVIÀ;;29/09/2017;NOVO MAR;156;HA/2897
116;Cala D´Or;Hotel apartament;SANTANYÍ;;16/12/2013;CALA D´OR PLAYA;232;HA/2900
142;Cala Rajada;Hotel apartament;CAPDEPERA;0;28/11/2012;GUYA WAVE;281;HA/2903
122;Platja De Muro;Hotel apartament;MURO;;20/05/2013;ALCUDIA SUITE;244;HA/2904
35;Palma;Hotel apartament;PALMA;;06/11/2014;PALMA SUITES PLAZA MERCADAL;72;HA/2906
74;Palma;Hotel apartament;PALMA;;17/05/2016;BQ AUGUSTA;148;HA/2916
5;Palma;Hotel apartament;PALMA;;29/02/2016;STAYCATALINA BOUTIQUE HOTEL-APARTAMENTS;15;HA/2922
18;Cala Rajada;Hotel apartament;CAPDEPERA;;15/09/2015;VISTASOL;36;HA/2924
20;Deià;Hotel apartament;DEIÀ;;15/09/2015;S´HOTEL D´ES PUIG (HOTEL DE CIUTAT);52;HA/2925
130;Palmanova;Hotel apartament;CALVIÀ;;22/10/2015;PLAYAS CA´S SABONERS;263;HA/2926
369;Port D´Alcúdia;Hotel apartament;ALCÚDIA;;10/01/2017;ZAFIRO PALACE ALCUDIA;706;HA/2931
59;Santa Ponça;Hotel apartament;CALVIÀ;;27/01/2017;SORRENTO;234;HA/2932
60;Santa Ponça;Hotel apartament;CALVIÀ;;27/01/2017;PORTOFINO;180;HA/2933
179;Santa Ponça;Hotel apartament;CALVIÀ;;22/02/2017;DEYA;620;HA/2934
69;Palmanova;Hotel apartament;CALVIÀ;;18/10/2016;Leonardo Suites Hotel Mallorca Calvia;207;HA/2935
72;Cala Ferrera;Hotel apartament;FELANITX;;07/06/2017;MAR SENSES NATURA OLEA;144;HA/2941
120;Cala Millor;Hotel apartament;SON SERVERA;;06/06/2017;FLORIANA PARK;340;HA/2942
440;Port D´Alcúdia;Hotel apartament;ALCÚDIA;;29/09/2017;SEA CLUB MEDITERRANEAN RESORT;866;HA/2947
204;Platja De Palma;Hotel apartament;PALMA;;29/09/2017;PIL·LARI PLAYA;420;HA/2948
114;Cales De Mallorca;Hotel apartament;MANACOR;;29/09/2017;CALA DOMINGOS;334;HA/2950
24;Can Picafort;Hotel apartament;SANTA MARGALIDA;0;29/09/2017;Llaüt Boutique Hotel;48;HA/2952
120;Santa Ponça;Hotel apartament;CALVIÀ;;29/09/2017;HOLIDAY CENTER;240;HA/2954
98;Cala Rajada;Hotel apartament;CAPDEPERA;;29/09/2017;LAGO PLAYA PARK;196;HA/2956
60;Cala Millor;Hotel apartament;SON SERVERA;;29/09/2017;AMÀRAC SUITES;228;HA/2961
136;Cales De Mallorca;Hotel apartament;MANACOR;;29/09/2017;CALAS PARK;330;HA/2964
116;Port De Pollença;Hotel apartament;POLLENÇA;;29/09/2017;Marsenses Puerto de Pollensa Hotel & Apartamentos;232;HA/2965
240;Palmanova;Hotel apartament;CALVIÀ;;09/03/2018;ZAFIRO PALACE PALMANOVA;482;HA/2971
23;Platja De Palma;Hotel apartament;PALMA;1137;16/05/2018;METROPOLITAN JUKA PLAYA;45;HA/2974
104;Palmanova;Hotel apartament;CALVIÀ;0;09/10/1959;AZULINE HOTEL PALMANOVA GARDEN;199;HA/2975
46;Alcanada;Hotel apartament;ALCÚDIA;0;14/04/1987;ALCANADA MAR HOTELS;143;HA/2976
89;Platja De Palma;Hotel apartament;PALMA;0;26/04/1989;HOUM MARINA PLAZA;209;HA/2978
201;Cala Rajada;Hotel apartament;CAPDEPERA;0;12/12/1988;PARQUE NEREIDA SUITES HOTEL;428;HA/2979
124;Coma (La);Hotel apartament;SANT LLORENÇ DES CARDASSAR;0;26/06/1995;COMPLEJO TORREBLANCA;248;HA/2980
171;Cas Català-Illetes;Hotel apartament;CALVIÀ;0;26/04/1956;ROC ILLETAS PLAYA;364;HA/2981
