Categoria;Unitats;Direcció;Hotel de ciutat;Localitat;UTM (X);Grup;Subgrup;Memoria descriptiva;Municipi;Superfície;Inici d'activitat;Denominació comercial;UTM(Y);Places;Excepcions ratio turístic;Explotador/s;Signatura;Estat;longitude;latitude
3 estrelles;148;Carrer LLUÇ, S/N. 07687 L´Illot-Cala Morlanda, MANACOR, Mallorca;;L´Illot-Cala Morlanda;531983.697789;Hotel;Allotjaments;;MANACOR;;15/06/1967;07 Colombo;4379206.69547;285;;GANAS DE VIAJAR, SLU (B06783120);H/1639;Alta;3.3723245177925403;39.56195642152228
1 estrella;23;Carrer TRENCADORS, 1. 07620 Arenal (L´), LLUCMAJOR, Mallorca;;Arenal (L´);478880.606553;Hostal;Allotjaments;;LLUCMAJOR;;28/03/1967;LA MARINETA;4372690.50962;45;;MEDITERRANEO SUN BALEARES SL (B57274086);H/1644;Alta;2.754353262542481;39.50357902266972
4 estrelles;40;Carrer ALBATROS, 11. 07600 Platja De Palma, PALMA, Mallorca;;Platja De Palma;476961.28872;Hotel;Allotjaments;;PALMA;0;29/05/1967;SEASUN ANIRAM;4375637.46619;80;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;EXPLOTACIONES HOTELERAS MIRALLES, SL (B16635963);H/1645;Alta;2.731927207403824;39.53008313728065
3 estrelles;23;Carrer TORRENT DE CAN BOTANA, 35. 07469 Cala Sant Vicenç, POLLENÇA, Mallorca;;Cala Sant Vicenç;504718.05076;Hotel;Allotjaments;;POLLENÇA;;06/07/1967;BOUTIQUE HOTEL ORIOLA;4418647.24789;44;;ANTONIO MAURA 38,SL (B16555575);H/1647;Alta;3.055206524028971;39.91790723434786
4 estrelles;20;FORMENTOR (CANTONADA C. ECÒNOM TORRES), S/N. 07470 POLLENÇA, Mallorca;;Port De Pollença;501373.529538;Hotel;Allotjaments;;POLLENÇA;;06/07/1967;MAR CALMA;4414151.6686;39;;MC HOTELES, SL (B57750986);H/1648;Alta;3.016062391593701;39.877414263023084
3 estrelles;64;Avinguda JAUME I, 76. 07180 Santa Ponça, CALVIÀ, Mallorca;;Santa Ponça;455103.60436;Hotel;Allotjaments;;CALVIÀ;;25/08/1968;PLAYAS DEL REY;4373831.26467;120;;LA FORTALEZA SANTA PONSA, S.L. (B44751527);H/1650;Alta;2.4777259663274616;39.51294424535246
4 estrelles;191;MOLI DE SA SAL, S/N. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;;Colònia De Sant Jordi;498909.091039;Hotel;Allotjaments;;SES SALINES;;07/07/1967;MARQUES;4352868.35005;383;;COMPAÑIA HOTELERA SANT JORDI SA (A07015597);H/1652;Alta;2.9873435546421043;39.32522601984084
2 estrelles;21;Carrer XALOC, S/N. 07559 Cala Bona, SON SERVERA, Mallorca;;Cala Bona;533627.9341;Hotel;Allotjaments;;SON SERVERA;;30/03/1967;LA LUNA;4384877.20745;42;;SON LLUC SA (A07086515);H/1653;Alta;3.391752398284441;39.61298617009103
4 estrelles;193;BON TEMPS S/N, S/N. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;;Cala Millor;532747.885689;Hotel;Allotjaments;;SANT LLORENÇ DES CARDASSAR;;01/01/1969;SAID;4383239.94741;367;;JUMARI, SA (A07084940);H/1654;Alta;3.3814194472708663;39.598268218362875
4 estrelles;143;Carrer LISBOA, 4. 07180 Santa Ponça, CALVIÀ, Mallorca;;Santa Ponça;455355.747054;Hotel;Allotjaments;;CALVIÀ;0;17/08/1967;REVERENCE LIFE HOTEL;4373845.05075;286;Disposició Transitòria Decret Llei 3/2014, de 5 de desembre;EXPLOTACIONES IBIMAR SL (B07986292);H/1659;Alta;2.480658071832745;39.513081599983366
1 estrella;29;Carrer LLEVANT, 6. 07182 Magaluf, CALVIÀ, Mallorca;;Magaluf;459547.524699;Hostal residència;Allotjaments;;CALVIÀ;0;06/07/1967;FLORIDITA;4373292.51704;58;;COMPAÑIA HOTELERA FLORIDA SA (A07014277);H/1662;Alta;2.5294525443547675;39.508310726584604
1 estrella;19;FERRAN  ALZAMORA, 10. 07600 PALMA, Mallorca;;Platja De Palma;478604.319604;Hostal residència;Allotjaments;;PALMA;;12/08/1967;PLAYA DE PALMA;4373367.78171;34;;MARCOS DE COLONIA SL (B57742025);H/1674;Alta;2.7511179359941043;39.50967473929319
3 estrelles Superior;154;Carrer SAN CRISTOBAL, 43, S/N. 07600 Arenal (L´), LLUCMAJOR, Mallorca;;Arenal (L´);478870.959598;Hotel;Allotjaments;;LLUCMAJOR;;01/01/1967;DON PEPE;4372568.40641;297;;INVERSIONES SOLTUR, S.A. (A87509329);H/1677;Alta;2.75424493156506;39.50247857535366
4 estrelles;210;Avinguda CANYAMEL, S/N. 07589 Font De La Cala, CAPDEPERA, Mallorca;;Font De La Cala;538841.537494;Hotel;Allotjaments;;CAPDEPERA;0;29/08/1967;Na Taconera Sport & Relax;4391954.17313;414;;NA TACONERA HOTEL SA (A07020514);H/1682;Alta;3.4529029864860816;39.67652949120558
3 estrelles;54;CANONGE MATEU ROTGER, S/N. 07600 PALMA, Mallorca;;Platja De Palma;478931.25805;Hotel;Allotjaments;;PALMA;;06/08/1979;SAHARA;4373172.16691;69;;MLL BEST HOTELS MANAGEMENTS, S.L.U. (B07734171);H/1685;Alta;2.7549271578766583;39.507920234029775
;16;Carrer ESGLESIA, 24. 07659 Cala Figuera, SANTANYÍ, Mallorca;;Cala Figuera;514602.665518;Fonda;Allotjaments;;SANTANYÍ;;09/02/1968;MAR BLAU;4353329.60914;33;;VIROT MARBLAU SL (B57495483);H/1706;Alta;3.169426055804376;39.32925974457143
3 estrelles;209;Carrer PUIG DES TEIX, 4. 07180 Santa Ponça, CALVIÀ, Mallorca;;Santa Ponça;455569.582807;Hotel;Allotjaments;;CALVIÀ;;04/04/1968;PLAYA SANTA PONSA;4374216.57861;380;;AMLA EXPLOTACIONES TURISTICAS, SA (A83791558);H/1710;Alta;2.4831206978690834;39.516440222220574
4 estrelles;164;DE LA ALBUFERA, 51;;Platja De Muro;;Hotel;Allotjaments;;MURO;;17/06/1969;LAS GAVIOTAS SUITES HOTEL & SPA;;391;;HOTEL LAS GAVIOTAS SL (B07027667);H/1716;Alta;;
4 estrelles;28;Carrer SARALEGUI, 118. 07470 Port De Pollença, POLLENÇA, Mallorca;;Port De Pollença;506879.84256;Hotel;Allotjaments;;POLLENÇA;;06/07/1967;LA GOLETA HOTEL DE MAR;4417025.57294;56;;HOTEL RESTAURANTE LA GOLETA, S.L. (B57852063);H/1723;Alta;3.0804848087217938;39.90328124921856
3 estrelles;178;Carrer SANT CRISTOFOL, 13. 07600 Arenal (L´), LLUCMAJOR, Mallorca;;Arenal (L´);478724.978074;Hotel;Allotjaments;;LLUCMAJOR;;01/01/1968;Hotel Blue Sea Mediodía;4372607.19803;339;;Hotels & Resorts Blue Sea Management, SL (B57817215);H/1725;Alta;2.75254577359934;39.502824505670084
4 estrelles;184;TORRENOVA, 41. 07181 Magaluf, CALVIÀ, Mallorca;;Magaluf;460624.488068;Hotel;Allotjaments;;CALVIÀ;;01/01/1968;CORAL PLAYA;4373454.23123;358;;HOPI SA (A07263015);H/1726;Alta;2.5419699482920106;39.5098178426006
4 estrelles;133;SANT BARTOMEU, 24. 07600 Arenal (L´), LLUCMAJOR, Mallorca;;Arenal (L´);478925.178152;Hotel;Allotjaments;;LLUCMAJOR;;01/01/1968;TORRE AZUL & SPA;4372172.66562;253;;FERGUSDOR S.L. (B57813610);H/1729;Alta;2.7548880757451952;39.49891408512363
1 estrella;8;Carrer TALAIA, 5. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;454585.694735;Hostal;Allotjaments;;CALVIÀ;;06/04/1968;Hostal Villa Sense;4381327.7053;15;;JOHN PAGUERA SL (B07150386);H/1730;Alta;2.4711889754788414;39.580460887881166
2 estrelles;30;PALMIRA, 12 planta BJS. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;452774.097613;Hostal residència;Allotjaments;;CALVIÀ;;31/05/1968;VILLA COLUMBUS;4376816.16447;51;;INSTALACIONES HOTELERAS COLUMBUS SA (A07017023);H/1731;Alta;2.450416282170725;39.53971367362993
3 estrelles;18;PALMIRA, 9, S/N. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;452789.069889;Hostal residència;Allotjaments;;CALVIÀ;;03/05/1968;SUTIMAR;4376721.32706;36;;CATALINA JAUME AMENGUAL;H/1732;Alta;2.45059724908372;39.53886000226043
3 estrelles;160;Carrer D´ES FARALLO, 5. 07590 Cala Rajada, CAPDEPERA, Mallorca;;Cala Rajada;539416.41952;Hotel;Allotjaments;;CAPDEPERA;;24/04/1968;ALONDRA;4395829.55427;290;;INDUSTRIAS TURISTICAS LEVANTE MALLORQUIN SA (A07018963);H/1736;Alta;3.459837694366632;39.71142029804171
3 estrelles;221;Carrer MOSSEN ANTONI MARIA ALCOVER, 8. 07600 Arenal (L´), LLUCMAJOR, Mallorca;;Arenal (L´);478832.320373;Hotel;Allotjaments;;LLUCMAJOR;0;01/04/1968;LUNA;4372030.16932;421;;HOTEL LUNA PARK, SL (B07042823);H/1738;Alta;2.753812626752859;39.49762784036115
1 estrella;15;MILITAR, 252. 07600 PALMA, Mallorca;;Platja De Palma;478829.205142;Hostal residència;Allotjaments;;PALMA;;26/04/1968;MAR DEL PLATA;4373011.15131;30;;ISABEL FERNANDA SIRI CARVALLO;H/1739;Alta;2.7537452038130747;39.50646689677245
1 estrella;30;FRA LLUIS JAUME, 62. 07004 PALMA, Mallorca;;Palma;470396.11775;Hostal residència;Allotjaments;;PALMA;;01/01/1949;JAIME JAUME;4381466.8296;51;;Mateo Jaume Ponseti;H/174;Alta;2.6552777530254517;39.58240636903767
4 estrelles;167;Carrer TRASIMENO, 12. Platja De Palma, PALMA, Mallorca;;Platja De Palma;478599.228063;Hotel;Allotjaments;;PALMA;;01/01/1968;HM Dunas Blancas.;4373321.65172;322;;DUNAS BLANCAS SA (A07017239);H/1742;Alta;2.751060193192474;39.50925895907373
3 estrelles;107;MENDEZ NUÑEZ, 11. 07590 Cala Rajada, CAPDEPERA, Mallorca;;Cala Rajada;539416.41952;Hotel;Allotjaments;;CAPDEPERA;;01/01/1968;BELLA MAR;4395829.55427;198;;HERMANOS NICOLAU SA (A07051469);H/1747;Alta;3.459837694366632;39.71142029804171
1 estrella;12;JUAN SEBASTIAN ELCANO,63, S/N. 07590 Cala Rajada, CAPDEPERA, Mallorca;;Cala Rajada;539416.41952;Hostal residència;Allotjaments;;CAPDEPERA;;23/04/1968;C´AN GALLU;4395829.55427;23;;ANTONIA MOLINA MEJIAS;H/1748;Alta;3.459837694366632;39.71142029804171
4 estrelles;229;Carrer NA PEÑAL, S/N. 07560 Cala Millor, SON SERVERA, Mallorca;;Cala Millor;532931.11682;Hotel;Allotjaments;;SON SERVERA;0;01/01/1968;SABINA SUITES;4.383595477E9;444;;HOTEL SABINA SA (A07007826);H/1749;Alta;-177.38882365859263;-40.53157333539034
4 estrelles;174;MIQUEL DEL SANTS OLIVER, 3;;Can Picafort;;Hotel;Allotjaments;;SANTA MARGALIDA;;01/01/1968;FARRUTX;;349;;HOTEL FARRUTX SA (A07025554);H/1751;Alta;;
2 estrelles;11;SILENCI, 18;;Can Picafort;;Hotel;Allotjaments;;SANTA MARGALIDA;;04/05/1968;SA ROQUETA;;21;;SERVICIOS Y CONSTRUCCIONES MADEIRA SA (A07248354);H/1752;Alta;;
3 estrelles;251;Carrer RONDA DEL TORRENTE, 1. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;;Can Picafort;514298.4461945;Hotel;Allotjaments;;SANTA MARGALIDA;;21/05/1968;SON BAULO;4400932.14269;477;;HOTEL SON BAULO, CB (E07144785);H/1758;Alta;3.1669208107523508;39.758186278975856
3 estrelles;100;Carrer VIA ALEMANYA, 2. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;;Can Picafort;512962.806353;Hotel;Allotjaments;;SANTA MARGALIDA;;01/01/1968;JS HOTEL CAN PICAFORT;4401858.240515;185;;LINDA MAR SL (B07452725);H/1759;Alta;3.151346800891174;39.76655192685486
3 estrelles;210;Carrer MOSSEN ANTONI MARIA ALCOVER, 11. 07620 Arenal (L´), LLUCMAJOR, Mallorca;;Arenal (L´);478840.502627;Hotel;Allotjaments;;LLUCMAJOR;;27/05/1968;IPANEMA PARK;4372040.32305;409;;HOTELES MANILA SA (A07018831);H/1760;Alta;2.7539074657362876;39.497719532015104
4 estrelles;272;Passeig MAGALLUF, S/N. 07181 Magaluf, CALVIÀ, Mallorca;;Magaluf;459894.184252;Hotel;Allotjaments;;CALVIÀ;0;27/05/1968;INNSIDE BY MELIA CALVIA BEACH;4373141.21858;594;;AYOSA HOTELES, SL (B57815656);H/1761;Alta;2.5334939148821243;39.50696373659676
4 estrelles;156;Carrer VIA FRANÇA, 12. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;;Can Picafort;513041.470584;Hotel;Allotjaments;;SANTA MARGALIDA;0;06/04/1968;JS HOTEL YATE;4401862.85669;296;;HOTEL YATE, SL (B07048952);H/1763;Alta;3.152265330997749;39.766592317984575
3 estrelles;239;Avinguda D´EUROPA,S/N, S/N. 07620 Arenal (L´), LLUCMAJOR, Mallorca;;Arenal (L´);478889.627717;Hotel;Allotjaments;;LLUCMAJOR;;01/01/1968;AZULINE HOTEL BAHAMAS;4372100.00921;468;;ARENALINE S.L (B57933160);H/1764;Alta;2.7544769111773624;39.4982585421137
;10;Avinguda JOAN SERVERA CAMPS, 23. 07560 Cala Millor, SON SERVERA, Mallorca;;Cala Millor;532966.346182;Casa d´hostes;Allotjaments;;SON SERVERA;;30/04/1968;SOL Y LUNA CALA MILLOR;4383864.92685;20;;THE CROWN CALA MILLOR, S.L. (B57179525);H/1765;Alta;3.3839949327032945;39.60389104130848
5 estrelles;145;Plaça CRISTOFOL COLON, S/N. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;;Colònia De Sant Jordi;498800.610566;Hotel;Allotjaments;;SES SALINES;0;01/01/1968;Iberostar Selection Es Trenc;4352081.88868;290;;IBEROSTAR MANAGEMENT SA (A07816481);H/1774;Alta;2.98608639616372;39.3181391843594
4 estrelles;97;Passeig MARITIM, 42. 07559 Cala Bona, SON SERVERA, Mallorca;;Cala Bona;533445.341089;Hotel;Allotjaments;;SON SERVERA;4369;01/01/1968;ATOLON;4384289.81452;194;Disposició Transitòria Decret Llei 3/2014, de 5 de desembre;SERVERA SL (B07020191);H/1775;Alta;3.3895956412642203;39.607700794601215
3 estrelles;60;GAVINES, 16. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;453453.599723;Hotel;Allotjaments;;CALVIÀ;;17/05/1968;MORLANS;4376560.95367;110;;MIMAGO SL (B07622368);H/1780;Alta;2.45834141659017;39.53745131233633
2 estrelles;26;MALGRAT, 2. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;452729.584241;Hostal residència;Allotjaments;;CALVIÀ;;01/01/1968;Ca Sa Madona;4376640.09738;52;;Ca Sa Madona, S.L. (B75738427);H/1781;Alta;2.4499108103804;39.538124840395156
2 estrelles;36;Avinguda REI JAUME I, 106. 07180 Santa Ponça, CALVIÀ, Mallorca;;Santa Ponça;455737.237711;Hotel;Allotjaments;;CALVIÀ;;06/06/1968;GOLF BEACH;4374185.13318;69;;Balear Hospitality Management Group, S.L. (B56611783);H/1783;Alta;2.4850731216954642;39.51616554794078
3 estrelles;206;Carrer TEODOR CANET, 41. 07410 Port D´Alcúdia, ALCÚDIA, Mallorca;;Port D´Alcúdia;511474.252842;Hotel;Allotjaments;;ALCÚDIA;;23/07/1968;PISCIS;4410337.59676;392;;Hotels & Resorts Blue Sea Management, SL (B57817215);H/1785;Alta;3.134115644402713;39.84297298679203
3 estrelles;210;Carrer VIA FRANÇA, 10. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;;Can Picafort;513077.164254;Hotel;Allotjaments;;SANTA MARGALIDA;0;07/06/1968;NORDESTE PLAYA;4401933.78737;414;;Hotel Nordeste, SA (A07029655);H/1786;Alta;3.152683481731536;39.76723086547046
2 estrelles;13;Avinguda CALONGE, 2. 07660 Cala D´Or, SANTANYÍ, Mallorca;;Cala D´Or;519558.462405;Hostal residència;Allotjaments;;SANTANYÍ;;12/06/1968;LA CEIBA;4357951.79268;26;;HOMERTI, SLU (B57725764);H/1787;Alta;3.227059608256278;39.370811164658576
4 estrelles;216;Avinguda PROVENÇALS,FONT DE SA CALA, S/N. 07590 Font De La Cala, CAPDEPERA, Mallorca;;Font De La Cala;536639.913567;Hotel;Allotjaments;;CAPDEPERA;0;10/06/1968;AluaSoul Carolina;4394218.80233;411;Regularització de places que finalment s´ha d´autoritzar;;H/1788;Alta;3.4273579135649506;39.69703116581444
4 estrelles;137;Carrer ESMERALDA, 6. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;;Colònia De Sant Jordi;498758.579374;Hotel;Allotjaments;;SES SALINES;;01/01/1968;TRES PLAYAS;4352717.20125;257;;TRES PLAYAS OPERATIONS, S.L.U. (B67970517);H/1793;Alta;2.985597636379633;39.323863837167224
2 estrelles;25;PALMIRA, 8, S/N. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;452799.999325;Hostal;Allotjaments;;CALVIÀ;;21/06/1968;VILLA CATI;4376733.48516;39;;HOSTAL VILLA CATI, SL (B57782526);H/1794;Alta;2.4507235680993102;39.538970149100734
3 estrelles;30;Carrer GAVIOTAS, 13. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;453317.691456;Hotel;Allotjaments;;CALVIÀ;;21/06/1968;Morlans Garden 4;4376546.51839;60;;MIMAGO SL (B07622368);H/1795;Alta;2.456760938047909;39.5373138683576
4 estrelles;98;Carrer GREGAL, 19. 07687 Illot (L´), SANT LLORENÇ DES CARDASSAR, Mallorca;;Illot (L´);524762.183362;Hotel;Allotjaments;;SANT LLORENÇ DES CARDASSAR;;01/01/1969;Hotel Fona Mallorca;4385136.27426;185;;Explotaciones Rosotel, SL (B66996372);H/1796;Alta;3.2884809771700825;39.61562278365187
4 estrelles;185;Carrer MIGUEL DE LOS SANTOS OLIVER, 15. 07181 Palmanova, CALVIÀ, Mallorca;;Palmanova;460011.556671;Hotel;Allotjaments;;CALVIÀ;;21/06/1968;GLOBALES PALMANOVA PALACE;4375043.37634;361;;AMLA EXPLOTACIONES TURISTICAS, SA (A83791558);H/1800;Alta;2.534744816641154;39.524108141707906
3 estrelles;101;Carrer JOSEP MARIA QUADRADO, 7. 07600 Arenal (L´), LLUCMAJOR, Mallorca;;Arenal (L´);478880.715889;Hotel;Allotjaments;;LLUCMAJOR;;02/07/1968;MANAUS;4371976.29912;195;;CRYSTAL CIRCUS, SL (B07508997);H/1802;Alta;2.7543771866771083;39.49714363318809
2 estrelles;39;MONTURIOL, 71. 07590 Cala Rajada, CAPDEPERA, Mallorca;;Cala Rajada;539416.41952;Hostal;Allotjaments;;CAPDEPERA;;07/06/1968;MONTESOL;4395829.55427;75;;MARIA FERRER MESTRE;H/1805;Alta;3.459837694366632;39.71142029804171
3 estrelles;148;Carrer PERAL, 3. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;452576.459075;Hotel;Allotjaments;;CALVIÀ;0;05/07/1968;VALENTIN PAGUERA;4376809.26222;294;;HOTELERA SAN VALENTIN SA (A07019227);H/1807;Alta;2.448116888452373;39.539640586605344
3 estrelles;66;PLINI, 2. 07600 Can Pastilla, PALMA, Mallorca;;Can Pastilla;475648.796586;Hotel;Allotjaments;;PALMA;;01/01/1969;MARBEL;4376408.24467;132;;MARBEL CAN PASTILLA, SL (B57690737);H/1809;Alta;2.7166273071600795;39.53699195324425
3 estrelles;124;Avinguda EUROPA, 33. 07600 Arenal (L´), LLUCMAJOR, Mallorca;;Arenal (L´);479023.528033;Hotel;Allotjaments;;LLUCMAJOR;0;11/07/1968;HOTEL BLUE SEA COSTA VERDE;4371818.37232;234;;Hotels & Resorts Blue Sea Management, SL (B57817215);H/1811;Alta;2.756043089275488;39.49572412980048
1 estrella;20;Carrer SON COMPARET, 8. 07560 Cala Millor, SON SERVERA, Mallorca;;Cala Millor;531847.021354;Hostal residència;Allotjaments;;SON SERVERA;;01/11/1969;BHC BOUTIQUE HOSTAL CALA MILLOR;4387905.95388;38;;MAY HOLDING BALEARES, S.L. (B16596975);H/1813;Alta;3.371151647024831;39.6403438688459
1 estrella;13;VIRGEN DEL CARMEN,50, S/N. 07659 Cala Figuera, SANTANYÍ, Mallorca;;Cala Figuera;514681.804993;Hostal;Allotjaments;;SANTANYÍ;0;06/07/1968;LA CALA;4353518.43816;26;Regularització de places que finalment s´ha d´autoritzar;LORENZO Y ANTONIA BURGUERA TOMAS CB (E07188261);H/1816;Alta;3.1703483886838675;39.33095990605811
1 estrella;20;Carrer EIVISSA, 1. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;452596.81177;Hostal residència;Allotjaments;;CALVIÀ;0;02/07/1968;AMISTAD;4376598.96573;38;;Pagujoni, S.L. (B57975526);H/1820;Alta;2.448368728392882;39.53774691791763
4 estrelles;165;Carrer DUQUE DE EXTREMERA , 16. 07181 Palmanova, CALVIÀ, Mallorca;;Palmanova;;Hotel;Allotjaments;;CALVIÀ;0;01/01/1969;Zel Mallorca;;330;;MELIA HOTELS INTERNATIONAL, SA (A78304516);H/1851;Alta;;
3 estrelles;108;ALOSA, 11. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;;Cala Millor;532930.799321;Hotel;Allotjaments;;SANT LLORENÇ DES CARDASSAR;;01/01/1969;BINIAMAR;4383176.83728;206;;HOTEL BINIAMAR SL (B07020662);H/1852;Alta;3.383546688248579;39.597692568972924
3 estrelles;198;Carrer MARIA ANTONIA SALVA, 44. 07600 Arenal (L´), LLUCMAJOR, Mallorca;;Arenal (L´);478927.708545;Hotel;Allotjaments;;LLUCMAJOR;;01/01/1969;Tent Arenal;4372377.59568;378;;Tentmore SL (B16630147);H/1854;Alta;2.75491102029386;39.50076066926736
;6;Carretera CAN PASTILLA, 57. Can Pastilla, PALMA, Mallorca;;Can Pastilla;476046.985472;Fonda;Allotjaments;;PALMA;;22/04/1969;VICA;4376257.36248;12;;BARES Y APARTAMENTOS MARACAIBO, SL (B57338386);H/1855;Alta;2.721266379690924;39.53564364524476
4 estrelles;42;Carrer PINTOR BENNAREGGI, 17. 07659 Cala Figuera, SANTANYÍ, Mallorca;;Cala Figuera;514557.719353;Hotel;Allotjaments;;SANTANYÍ;0;19/07/1968;HOTEL SANTANYÍ PORT;4353453.00896;74;;MALLORCA ONLINE SERVICES, SL. (B57538902);H/1856;Alta;3.1689072492988437;39.3303724343236
3 estrelles;30;Carrer PRIMAVERA, 4. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;;Cala Millor;532966.266046;Hotel;Allotjaments;;SANT LLORENÇ DES CARDASSAR;;01/01/1970;BLUE SEA CALA MILLOR-III;4383359.670675;57;;Hotels & Resorts Blue Sea Management, SL (B57817215);H/1862;Alta;3.383968858423766;39.5993385748071
3 estrelles;90;Carrer TRASIMENO, 26. 07600 Platja De Palma, PALMA, Mallorca;;Platja De Palma;;Hotel;Allotjaments;;PALMA;;01/01/1969;PLANET ONE;;171;;Gastro Und Servicegesellschaft One S.L. (B57959124);H/1863;Alta;;
3 estrelles;28;Carrer ROSER, 2. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;452563.687317;Hostal residència;Allotjaments;;CALVIÀ;;18/04/1969;NEPTUNO;4376573.27491;50;;MAJORCANS VENTURES, SL (B57884785);H/1865;Alta;2.4479851092310514;39.537513611064774
1 estrella;21;TAGOMAGO, 18. 07660 Cala D´Or, SANTANYÍ, Mallorca;;Cala D´Or;519764.027433;Hostal residència;Allotjaments;;SANTANYÍ;;18/04/1969;SAN FRANCISCO;4358392.72072;42;;HOSTAL SAN FRANCISCO CB (E07659204);H/1867;Alta;3.229459056256631;39.37477955702468
1 estrella;10;Carrer CAN PASTILLA, 57. 07610 Can Pastilla, PALMA, Mallorca;;Can Pastilla;476046.985472;Hostal;Allotjaments;;PALMA;;05/03/1969;MARACAIBO;4376257.36248;20;;BARES Y APARTAMENTOS MARACAIBO, SL (B57338386);H/1868;Alta;2.721266379690924;39.53564364524476
3 estrelles Superior;106;Carrer MAR ARAL, 6. 07600 Platja De Palma, PALMA, Mallorca;;Platja De Palma;478210.061425;Hotel;Allotjaments;;PALMA;;22/05/1969;METROPOLITAN PLAYA;4374837.05598;203;;EXPLOTACIONES HOTELERAS Y BARES SL (B07095284);H/1869;Alta;2.7464837096337535;39.52290367966404
3 estrelles;78;BERGAS, 12. 07600 Arenal (L´), LLUCMAJOR, Mallorca;;Arenal (L´);478692.303689;Hotel;Allotjaments;;LLUCMAJOR;;01/01/1969;GRACIA;4372517.36987;147;;COSAL S.L (B07125487);H/1873;Alta;2.7521686090985127;39.50201430017964
4 estrelles;373;Carrer BLANCA, 2. 07182 Magaluf, CALVIÀ, Mallorca;;Magaluf;459889.867688;Hotel;Allotjaments;;CALVIÀ;;01/04/1969;SOL HOUSE THE STUDIO;4373199.20005;719;;AYOSA HOTELES, SL (B57815656);H/1874;Alta;2.5334402128925335;39.50748596386492
4 estrelles;48;Carrer BINICANELLA, 3. 07560 Cala Millor, SON SERVERA, Mallorca;;Cala Millor;;Hotel;Allotjaments;;SON SERVERA;;28/04/1969;Hotel Senator Cala Millor;;84;;GRUPO HOTELES PLAYA SA (A04108973);H/1876;Alta;;
3 estrelles;115;Avinguda DIAGONAL, 6. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;;Can Picafort;514107.0074875;Hotel;Allotjaments;;SANTA MARGALIDA;;11/04/1970;BQ SARAH;4401077.12614;218;;HOTEL SARAH, SL (B57833865);H/1877;Alta;3.164689065432325;39.759495792687964
4 estrelles;101;DEL SALINAR, 8. 07160 Camp De Mar, ANDRATX, Mallorca;;Camp De Mar;450555.03;Hotel;Allotjaments;;ANDRATX;;01/01/1969;H10 BLUE MAR;4376603.39;197;;HOTEL PALMERAS, SAU (A35247204);H/1887;Alta;2.4246092699791744;39.537671597763584
4 estrelles;105;Avinguda SON RIGO, 14. 07610 Platja De Palma, PALMA, Mallorca;;Platja De Palma;477826.897149;Hotel;Allotjaments;;PALMA;;01/01/1969;PRINCIPE;4374713.61804;209;;APARSA HOTELES MALLORQUINES S.L. (B57884058);H/1888;Alta;2.7420299198191938;39.52178164054402
3 estrelles;318;Carrer MOSSEN ANTONI MARIA ALCOVER, 6. 07620 Arenal (L´), LLUCMAJOR, Mallorca;;Arenal (L´);478790.317817;Hotel;Allotjaments;;LLUCMAJOR;;01/05/1969;LUNA PARK;4372079.00012;604;;HOTEL LUNA PARK, SL (B07042823);H/1892;Alta;2.75332257167704;39.49806679497905
2 estrelles;29;Carrer CAMILO JOSE CELA, 6. 07014 PALMA, Mallorca;;Palma;467888.725282;Hostal residència;Allotjaments;;PALMA;;01/01/1956;PINAR;4379784.26847;54;;Promociones y Gestiones Inmobiliarias Ratisbona, S.L. Property, S. Com. (B98302573);H/190;Alta;2.626162437415776;39.56715575388341
4 estrelles;245;GRAN VIA DEL PUIG MAJOR, 2;;Santa Ponça;;Hotel;Allotjaments;;CALVIÀ;;01/05/1969;H10 CASA DEL MAR;;485;;NAZCA PROYECTOS S.L. (B66176462);H/1900;Alta;;
3 estrelles;442;Carrer BARTOLOME CALAFELL, 23. 07600 Platja De Palma, PALMA, Mallorca;;Platja De Palma;478962.78989;Hotel;Allotjaments;;PALMA;;11/06/1969;PALMA BAY CLUB;4373098.36023;801;;MLL BEST HOTELS MANAGEMENTS, S.L.U. (B07734171);H/1901;Alta;2.755296267597937;39.507255972439694
